,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
12155,570275010759102466,negative,1.0,Lost Luggage,1.0,American,,paintbranch1398,,0,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.,,2015-02-24 09:32:12 -0800,,
12838,570002805295095808,negative,0.7033,Flight Booking Problems,0.3663,American,,fsugoldy,,0,@AmericanAir I have a ticket that has been pending for 4 days. Is it normal to take that long?? I want to make sure there isn't a problem.,,2015-02-23 15:30:33 -0800,Ft. Lauderdale,Central Time (US & Canada)
6170,568165260605014016,positive,0.6667,,,Southwest,,SarahFigge,,0,@SouthwestAir @ PIT- Gate A1! Big shout out to the lady trying to track him down!,,2015-02-18 13:48:48 -0800,,
7953,568932129872039936,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw,,2015-02-20 16:36:04 -0800,USA,Sydney
14015,569677513539981313,negative,1.0,Late Flight,0.3395,American,,KingFilson,,0,@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.,,2015-02-22 17:57:57 -0800,,Central Time (US & Canada)
11432,568117268254568448,neutral,0.6516,,,US Airways,,natedunn,,0,"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?",,2015-02-18 10:38:06 -0800,"Phoenix, AZ",Pacific Time (US & Canada)
1689,569624798860587008,negative,1.0,Late Flight,1.0,United,,nbhdsheila,,0,@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,,2015-02-22 14:28:29 -0800,Boston,Eastern Time (US & Canada)
6590,567766512392364032,neutral,1.0,,,Southwest,,RBrandtPhoto,,0,@SouthwestAir Just sent you a DM with the details.,,2015-02-17 11:24:19 -0800,,
413,568144330268868608,neutral,1.0,,,Virgin America,,jsamaudio,,0,@VirginAmerica no A's channel this year?,,2015-02-18 12:25:38 -0800,St. Francis (Calif.),Pacific Time (US & Canada)
10489,569256374011428866,negative,1.0,Customer Service Issue,1.0,US Airways,,beekaytulsa,,0,"@USAirways I was told a ""return call"" by a human",,2015-02-21 14:04:30 -0800,Flyover country,Central Time (US & Canada)
8525,568192252792541184,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue Airways Corporation Price Target Update - Stafford Daily http://t.co/vQmdmZaFUJ,,2015-02-18 15:36:04 -0800,USA,Sydney
8187,568628159618424833,neutral,1.0,,,Delta,,BorjaAngoitia1,,0,"@JetBlue sorry for my misunderstanding of the term, but what does that exactly mean?",,2015-02-19 20:28:12 -0800,,
5605,568872880865325056,positive,1.0,,,Southwest,,WaynePartello,,0,@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.,,2015-02-20 12:40:38 -0800,San Diego,Eastern Time (US & Canada)
11124,568491813528576000,negative,0.6559,Flight Booking Problems,0.3548,US Airways,,kristenlc,,0,@USAirways Still irritated that our well planned and booked return was messed with &amp; with no warning.,,2015-02-19 11:26:25 -0800,,Eastern Time (US & Canada)
3828,568094839063089153,negative,1.0,Flight Booking Problems,0.6729,United,,ptau,,0,"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn",,2015-02-18 09:08:58 -0800,Chasing Carmen San Diego,Central Time (US & Canada)
13321,569890651107491840,neutral,0.6633,,0.0,American,,EricDoSomeGood,,0,"@AmericanAir two were non revs, right?",,2015-02-23 08:04:53 -0800,"Portland, Oregon",
8916,567752625647394816,negative,1.0,Customer Service Issue,0.6907,Delta,,_katiewarren,,0,"@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare.",,2015-02-17 10:29:08 -0800,,Arizona
4150,567804646157475840,neutral,0.6663,,,United,,egspoony,,0,@united for our birthdays my fiancé &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,,2015-02-17 13:55:51 -0800,"Chicago, IL",Central Time (US & Canada)
8926,567739036425805824,positive,1.0,,,Delta,,PHopNy,,0,@JetBlue I did...#FlyFi worked well and was free aboard this flight,,2015-02-17 09:35:09 -0800,"Queens, NY",
2428,569213197485514752,negative,1.0,Flight Booking Problems,0.6469,United,,rena_lea,,0,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference.","[40.73074756, -73.95248962]",2015-02-21 11:12:56 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
13247,569906662061944834,neutral,1.0,,,American,,yourlocalnyer,,0,@AmericanAir flight 353,,2015-02-23 09:08:31 -0800,"Dallas, TX",Central Time (US & Canada)
6824,570227199766179840,positive,0.6606,,,Delta,,texdoh,,0,@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,,2015-02-24 06:22:13 -0800,"iPhone: 40.955353,-73.813942",Central Time (US & Canada)
9983,569592368518660096,negative,1.0,Customer Service Issue,1.0,US Airways,,cheerUPDATES,,1,"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight 😡",,2015-02-22 12:19:37 -0800,United States,Eastern Time (US & Canada)
2896,568842357069770752,positive,0.7185,,,United,,datachick,,0,Thank you @united for your prompt assistance.,"[43.68346133, -79.61394084]",2015-02-20 10:39:21 -0800,"Toronto, ON",Eastern Time (US & Canada)
10181,569504813915832321,negative,1.0,Bad Flight,0.6501,US Airways,,Katycarlson,,0,@USAirways the plane i am on is having mechanical issues. Why cant i get off and get on a new flight? Now i have missed my connecting flight,,2015-02-22 06:31:43 -0800,America ,Central Time (US & Canada)
5172,569282410170314753,negative,1.0,Cancelled Flight,1.0,Southwest,,jewboy__Q,,0,@SouthwestAir how you gonna Cancelled Flight my flight but run flights at the exact same time? Cmon fam,,2015-02-21 15:47:57 -0800,,Atlantic Time (Canada)
5644,568840247657820160,negative,0.6822,Can't Tell,0.6822,Southwest,,fwmperkins,,0,@SouthwestAir Please start charging for carryon luggage. #CarryOnBagsSlowEverybodyDown,,2015-02-20 10:30:58 -0800,"Zephyrhills, Florida",Eastern Time (US & Canada)
10095,569538992980566017,negative,1.0,Customer Service Issue,1.0,US Airways,,beachylinda,,0,@USAirways now in a black hole of your phone system,,2015-02-22 08:47:32 -0800,,
4079,567831549539966976,negative,1.0,Customer Service Issue,1.0,United,,karalynnholt,,1,@united was told by Supervisor that United disconnected their customer support # so there was nobody to address it now. #igiveup,,2015-02-17 15:42:45 -0800,San Antonio,Central Time (US & Canada)
6844,570198409497288705,negative,1.0,Customer Service Issue,1.0,Delta,,MaryCallaRowan,,0,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice,,2015-02-24 04:27:49 -0800,,
8105,568785094430883840,positive,1.0,,,Delta,,AlanaMYzola,,0,@JetBlue great flight! Great view! :-) http://t.co/Yxn00pnOav,,2015-02-20 06:51:48 -0800,,
12985,569967909155446785,positive,1.0,,,American,,paylukkar,,0,@AmericanAir thank you for the assistance,,2015-02-23 13:11:53 -0800,,Beijing
9758,569679976053805056,positive,1.0,,,US Airways,,JonTechie,,0,"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly.",,2015-02-22 18:07:45 -0800,USA,Mountain Time (US & Canada)
12309,570237966355968001,neutral,1.0,,,American,,ThotWalking,,0,@AmericanAir help http://t.co/hYrAo7A4Uu,,2015-02-24 07:05:00 -0800,,Central Time (US & Canada)
7219,569877622869663744,positive,1.0,,,Delta,,hallekuszmar,,0,@JetBlue thank you!!,,2015-02-23 07:13:07 -0800,,
8553,568172386903851008,positive,1.0,,,Delta,,MarissaBreton,,0,@JetBlue just DMed. thanks so much for addressing this so quickly.,,2015-02-18 14:17:07 -0800,Boston,Eastern Time (US & Canada)
12764,570033259842801664,negative,1.0,Late Flight,1.0,American,,LunaStarwind,,0,@AmericanAir has no idea what they're doing. Delay 1 flight from 5pm to 7:40pm then delay another TO THE SAME DESTINATION  @ THE SAME TIME.,,2015-02-23 17:31:34 -0800,"Menomonee Falls, WI, USA",Central Time (US & Canada)
2563,569075488926371841,neutral,1.0,,,United,,theycallme_HH,,0,@united we are trying to go as far away from King'sCollegeLondon as possible for #charity today. Would you help us ? #jailbreak #RAG,"[0.0, 0.0]",2015-02-21 02:05:44 -0800,Orleans/Tarpon Springs/London,Amsterdam
6583,567770347065384960,positive,0.657,,,Southwest,,famousswan,,0,"@SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?",,2015-02-17 11:39:34 -0800,,
3992,567886241179377664,negative,1.0,Flight Attendant Complaints,0.3670000000000001,United,,tomcrabtree,,0,@united hard to believe since your staff @ SFO checked them under someone by the name of #ritacomo who flew to EWR the same day.,,2015-02-17 19:20:05 -0800,San Francisco,Pacific Time (US & Canada)
5098,569347125575725057,negative,1.0,Cancelled Flight,0.6735,Southwest,,kaylariley03,,0,@SouthwestAir been waiting for 70 minutes on hold because yall Cancelled Flightled my return flight. Answer the phone!!!,,2015-02-21 20:05:07 -0800,,Eastern Time (US & Canada)
13777,569718904131420161,negative,1.0,Flight Attendant Complaints,1.0,American,,wadekoehler,,0,@AmericanAir I have never seen such incompetency from a gate agent in years of business travel DFW B16 gate agent needs training or new job,,2015-02-22 20:42:26 -0800,"Bloomington, IL",Central Time (US & Canada)
3853,568078967602860032,neutral,0.7008,,,United,,AB44685998,,0,@united You please do not burn my dreams !!!  #burningman tickets sales today.,,2015-02-18 08:05:54 -0800,Warsaw,Amsterdam
5633,568848795733069824,neutral,0.6733,,,Southwest,,hwalsh22,,0,@SouthwestAir how oh how do we get tickets! ?!,,2015-02-20 11:04:56 -0800,"Beaverton, OR",
10841,568833409138745344,negative,1.0,Customer Service Issue,0.6547,US Airways,,nancysilbergphd,,0,"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?",,2015-02-20 10:03:47 -0800,,
5269,569224755426930689,negative,1.0,Customer Service Issue,1.0,Southwest,,aroundsville,,0,"@SouthwestAir very confusing to receive ""your trip is around the corner!"" email when I already Cancelled Flightled the flight",,2015-02-21 11:58:52 -0800,,
2075,569385784685363201,negative,0.6621,Bad Flight,0.3483,United,,ChrisJValdez,,0,"@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?",,2015-02-21 22:38:44 -0800,"Yokohama, Japan",Central Time (US & Canada)
5314,569204474155282433,negative,0.6563,Bad Flight,0.6563,Southwest,,Tweeter_mom_,,0,@SouthwestAir My husband a first time flyer with you has had the worst experience on board a aircraft just a few minutes ago.,,2015-02-21 10:38:16 -0800,Florida,Eastern Time (US & Canada)
11740,567784773780013057,positive,0.6507,,,US Airways,,Champa24,,0,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!,,2015-02-17 12:36:53 -0800,,
813,570068435805310976,neutral,0.732,,,United,,BinyGlancz,,0,@united I hope so too,,2015-02-23 19:51:21 -0800,,
6990,569962078791979009,neutral,0.6739,,0.0,Delta,,heyheyman,,0,@JetBlue How can I check that? I do not believe I was given a credit for that automatically. :/,,2015-02-23 12:48:43 -0800,"Boston, MA",Eastern Time (US & Canada)
4445,570250945281589248,negative,1.0,Customer Service Issue,0.6364,Southwest,,richstahl,,0,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,"[35.84808282, -78.66572751]",2015-02-24 07:56:34 -0800,"Raleigh, NC",Eastern Time (US & Canada)
7003,569959283934277633,neutral,0.7158,,,Delta,,heyheyman,,0,@JetBlue Just got the time to reply and share my thoughts in greater detail via web form.,,2015-02-23 12:37:37 -0800,"Boston, MA",Eastern Time (US & Canada)
12899,569986326168268800,neutral,0.6873,,0.0,American,,hoagy10,,0,@AmericanAir Flight Get Me Out Of Chicago.,,2015-02-23 14:25:04 -0800,,Central Time (US & Canada)
1946,569508282995486720,negative,1.0,Can't Tell,0.6556,United,,DanielPaulEller,,0,@united fuck you for not caring 😢,,2015-02-22 06:45:30 -0800,Chicago,Central Time (US & Canada)
3929,567952115588423681,negative,1.0,Lost Luggage,1.0,United,,ColtSTaylor,,0,@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,"[33.75538818, -116.36197002]",2015-02-17 23:41:51 -0800,All Over The World,
5457,568977492410703872,negative,1.0,Customer Service Issue,0.3489,Southwest,,Julia_Pabst,,0,"@SouthwestAir wanting a ⭐️ for the ✈️ finding the gate. No apology or exp. All good, I'm sure connecting flight leaving SAC will be chill!",,2015-02-20 19:36:19 -0800,Los Angeles,Pacific Time (US & Canada)
6322,568055996884619264,neutral,1.0,,,Southwest,,SYLFUS,,0,@SouthwestAir looking for cheap flight to vegas,,2015-02-18 06:34:38 -0800,,
9933,569608831816351745,negative,1.0,Can't Tell,0.607,US Airways,,MRTWT8,,0,@USAirways how do you lose a pilot????,,2015-02-22 13:25:02 -0800,"Bonaire, GA",Eastern Time (US & Canada)
4344,570298155465609217,neutral,1.0,,,Southwest,,SaTxTechunter,,0,@SouthwestAir can y'all develop Ding for a chrome/Firefox browser extension? That would be swell,,2015-02-24 11:04:10 -0800,"San Antonio, TX",Mexico City
9309,569989999963213824,neutral,1.0,,,US Airways,,HanlonBrothers,,0,@USAirways New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/WbhbljJkS7,,2015-02-23 14:39:40 -0800,"Gold Coast, Australia",Brisbane
4516,570084122636365825,neutral,1.0,,,Southwest,,lcpnn,,0,@SouthwestAir forget wedding fairs. How about discounts for nonprofits? We donate part of our worth every single day,,2015-02-23 20:53:41 -0800,California,Alaska
4275,567738031398866944,neutral,0.6637,,0.0,United,,stephbahnie,,0,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",,2015-02-17 09:31:09 -0800,,Pacific Time (US & Canada)
9183,570079855821389824,negative,1.0,Can't Tell,0.3592,US Airways,,lmeckPR,,0,"@USAirways membership has no privileges anymore - my son is in the army, short window to see him - NO help.",,2015-02-23 20:36:43 -0800,Maryland,Quito
6230,568107670177239040,neutral,0.6736,,0.0,Southwest,,N0O0O0O0O0O0,,0,@SouthwestAir so when do we find out who won the imagine dragons contest?,,2015-02-18 09:59:58 -0800,,Atlantic Time (Canada)
4547,570040162840907776,neutral,0.6696,,0.0,Southwest,,Aubrey__Cyr,,0,@SouthwestAir how much is ur wifi fam,,2015-02-23 17:59:00 -0800,CT,
6802,570246294582771712,positive,1.0,,,Delta,,Ruth_Slobodin,,0,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",,2015-02-24 07:38:05 -0800,,Atlantic Time (Canada)
7038,569948686228295681,positive,0.6556,,,Delta,,kbosspotter,,0,@JetBlue true. Maybe. Wish I had expedited security haha,,2015-02-23 11:55:30 -0800,Logan International Airport,Atlantic Time (Canada)
5725,568777943104802817,negative,0.6632,Bad Flight,0.3474,Southwest,,dealWHITit,,0,@SouthwestAir it's too damn cold to be sitting on this runway with no heat!!!!!,,2015-02-20 06:23:23 -0800,,Indiana (East)
2093,569369416963633152,positive,1.0,,,United,,gwen1013,,0,@united thank you! Much appreciation for your help.,,2015-02-21 21:33:42 -0800,"New Haven, CT",
222,569222494952886272,positive,0.6522,,,Virgin America,,carlos89178,,0,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,,2015-02-21 11:49:53 -0800,,
6469,567830500095688704,negative,1.0,Flight Booking Problems,1.0,Southwest,,TravelWithSuze,,0,@SouthwestAir me not to be able to rebook another flight. Drove to ATL to catch a flight.... Was charged $40 just to get the a group I had,,2015-02-17 15:38:35 -0800,"New York, NY",
11858,567726594698264576,negative,1.0,Late Flight,1.0,US Airways,,DAngel082,,0,@USAirways  well its 11:45am and just got an email that my 11am flight is delayed-thats not right,,2015-02-17 08:45:42 -0800,New York,
